ground,date,winner,host_country,home_team,away_team,neutral
Lord's,"Jul 3, 2011",Sri Lanka,England,England,Sri Lanka,False
Nottingham,"Jul 6, 2011",England,England,England,Sri Lanka,False
Manchester,"Jul 9, 2011",England,England,England,Sri Lanka,False
Edinburgh,"Jul 12, 2011",Scotland,Scotland,Scotland,Ireland,False
Edinburgh,"Jul 13, 2011",Sri Lanka,Scotland,Scotland,Sri Lanka,False
King City,"Aug 7, 2011",Afghanistan,Canada,Canada,Afghanistan,False
Toronto,"Aug 9, 2011",Afghanistan,Canada,Canada,Afghanistan,False
Harare,"Aug 12, 2011",Zimbabwe,Zimbabwe,Zimbabwe,Bangladesh,False
Harare,"Aug 14, 2011",Zimbabwe,Zimbabwe,Zimbabwe,Bangladesh,False
Hambantota,"Aug 14, 2011",Australia,Sri Lanka,Sri Lanka,Australia,False
Harare,"Aug 16, 2011",Zimbabwe,Zimbabwe,Zimbabwe,Bangladesh,False
Hambantota,"Aug 16, 2011",Sri Lanka,Sri Lanka,Sri Lanka,Australia,False
Bulawayo,"Aug 19, 2011",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
Colombo,"Aug 20, 2011",Australia,Sri Lanka,Sri Lanka,Australia,False
Bulawayo,"Aug 21, 2011",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
Colombo,"Aug 22, 2011",Sri Lanka,Sri Lanka,Sri Lanka,Australia,False
Dublin,"Aug 25, 2011",England,Ireland,Ireland,England,False
Southampton,"Sep 6, 2011",England,England,England,India,False
Bulawayo,"Sep 8, 2011",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
The Oval,"Sep 9, 2011",England,England,England,India,False
Harare,"Sep 11, 2011",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
The Hague,"Sep 12, 2011",Netherlands,Netherlands,Netherlands,Kenya,False
The Hague,"Sep 13, 2011",Netherlands,Netherlands,Netherlands,Kenya,False
Harare,"Sep 14, 2011",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
Cardiff,"Sep 16, 2011",England,England,England,India,False
Dublin,"Sep 19, 2011",Ireland,Ireland,Ireland,Canada,False
Dublin,"Sep 20, 2011",Ireland,Ireland,Ireland,Canada,False
Dhaka,"Oct 13, 2011",West Indies,Bangladesh,Bangladesh,West Indies,False
Hyderabad,"Oct 14, 2011",India,India,India,England,False
Dhaka,"Oct 15, 2011",West Indies,Bangladesh,Bangladesh,West Indies,False
Delhi,"Oct 17, 2011",India,India,India,England,False
Chittagong,"Oct 18, 2011",Bangladesh,Bangladesh,Bangladesh,West Indies,False
Centurion,"Oct 19, 2011",Australia,South Africa,South Africa,Australia,False
Harare,"Oct 20, 2011",New Zealand,Zimbabwe,Zimbabwe,New Zealand,False
Harare,"Oct 22, 2011",New Zealand,Zimbabwe,Zimbabwe,New Zealand,False
Mumbai,"Oct 23, 2011",India,India,India,England,False
Port Elizabeth,"Oct 23, 2011",South Africa,South Africa,South Africa,Australia,False
Bulawayo,"Oct 25, 2011",Zimbabwe,Zimbabwe,Zimbabwe,New Zealand,False
Kolkata,"Oct 25, 2011",India,India,India,England,False
Durban,"Oct 28, 2011",Australia,South Africa,South Africa,Australia,False
Dubai,"Nov 11, 2011",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Dubai,"Nov 14, 2011",Sri Lanka,U.A.E.,Sri Lanka,Pakistan,True
Dubai,"Nov 18, 2011",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Nov 20, 2011",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Abu Dhabi,"Nov 23, 2011",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Cuttack,"Nov 29, 2011",India,India,India,West Indies,False
Dhaka,"Dec 1, 2011",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Visakhapatnam,"Dec 2, 2011",India,India,India,West Indies,False
Dhaka,"Dec 3, 2011",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Ahmedabad,"Dec 5, 2011",West Indies,India,India,West Indies,False
Chittagong,"Dec 6, 2011",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Indore,"Dec 8, 2011",India,India,India,West Indies,False
Chennai,"Dec 11, 2011",India,India,India,West Indies,False
Paarl,"Jan 11, 2012",South Africa,South Africa,South Africa,Sri Lanka,False
East London,"Jan 14, 2012",South Africa,South Africa,South Africa,Sri Lanka,False
Bloemfontein,"Jan 17, 2012",South Africa,South Africa,South Africa,Sri Lanka,False
Kimberley,"Jan 20, 2012",Sri Lanka,South Africa,South Africa,Sri Lanka,False
Johannesburg,"Jan 22, 2012",Sri Lanka,South Africa,South Africa,Sri Lanka,False
Dunedin,"Feb 3, 2012",New Zealand,New Zealand,New Zealand,Zimbabwe,False
Melbourne,"Feb 5, 2012",Australia,Australia,Australia,India,False
Whangarei,"Feb 6, 2012",New Zealand,New Zealand,New Zealand,Zimbabwe,False
Perth,"Feb 8, 2012",India,Australia,Sri Lanka,India,True
Napier,"Feb 9, 2012",New Zealand,New Zealand,New Zealand,Zimbabwe,False
Perth,"Feb 10, 2012",Australia,Australia,Australia,Sri Lanka,False
Sharjah,"Feb 10, 2012",Pakistan,U.A.E.,Pakistan,Afghanistan,True
Adelaide,"Feb 12, 2012",India,Australia,Australia,India,False
Abu Dhabi,"Feb 13, 2012",England,U.A.E.,Pakistan,England,True
Abu Dhabi,"Feb 15, 2012",England,U.A.E.,Pakistan,England,True
Sydney,"Feb 17, 2012",Sri Lanka,Australia,Australia,Sri Lanka,False
Mombasa,"Feb 18, 2012",Kenya,Kenya,Kenya,Ireland,False
Dubai,"Feb 18, 2012",England,U.A.E.,Pakistan,England,True
Brisbane,"Feb 19, 2012",Australia,Australia,Australia,India,False
Mombasa,"Feb 20, 2012",Ireland,Kenya,Kenya,Ireland,False
Brisbane,"Feb 21, 2012",Sri Lanka,Australia,Sri Lanka,India,True
Dubai,"Feb 21, 2012",England,U.A.E.,Pakistan,England,True
Hobart,"Feb 24, 2012",Sri Lanka,Australia,Australia,Sri Lanka,False
Wellington,"Feb 25, 2012",South Africa,New Zealand,New Zealand,South Africa,False
Sydney,"Feb 26, 2012",Australia,Australia,Australia,India,False
Hobart,"Feb 28, 2012",India,Australia,Sri Lanka,India,True
Napier,"Feb 29, 2012",South Africa,New Zealand,New Zealand,South Africa,False
Melbourne,"Mar 2, 2012",Sri Lanka,Australia,Australia,Sri Lanka,False
Auckland,"Mar 3, 2012",South Africa,New Zealand,New Zealand,South Africa,False
Brisbane,"Mar 4, 2012",Australia,Australia,Australia,Sri Lanka,False
Adelaide,"Mar 6, 2012",Sri Lanka,Australia,Australia,Sri Lanka,False
Adelaide,"Mar 8, 2012",Australia,Australia,Australia,Sri Lanka,False
Dhaka,"Mar 11, 2012",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Dhaka,"Mar 13, 2012",India,Bangladesh,Sri Lanka,India,True
Dhaka,"Mar 15, 2012",Pakistan,Bangladesh,Sri Lanka,Pakistan,True
Dhaka,"Mar 16, 2012",Bangladesh,Bangladesh,Bangladesh,India,False
Kingstown,"Mar 16, 2012",Australia,West Indies,West Indies,Australia,False
Dhaka,"Mar 18, 2012",India,Bangladesh,Pakistan,India,True
Kingstown,"Mar 18, 2012",West Indies,West Indies,West Indies,Australia,False
Dhaka,"Mar 20, 2012",Bangladesh,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Mar 22, 2012",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Gros Islet,"Mar 23, 2012",West Indies,West Indies,West Indies,Australia,False
Gros Islet,"Mar 25, 2012",Australia,West Indies,West Indies,Australia,False
Sharjah,"Mar 29, 2012",Netherlands,U.A.E.,Netherlands,Afghanistan,True
Sharjah,"Mar 31, 2012",Afghanistan,U.A.E.,Netherlands,Afghanistan,True
Colombo,"Jun 16, 2012",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
Southampton,"Jun 16, 2012",England,England,England,West Indies,False
Colombo,"Jun 18, 2012",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
The Oval,"Jun 19, 2012",England,England,England,West Indies,False
Lord's,"Jun 29, 2012",England,England,England,Australia,False
The Oval,"Jul 1, 2012",England,England,England,Australia,False
Dublin,"Jul 5, 2012",Ireland,Ireland,Ireland,Afghanistan,False
Kingston,"Jul 5, 2012",West Indies,West Indies,West Indies,New Zealand,False
Chester,"Jul 7, 2012",England,England,England,Australia,False
Kingston,"Jul 7, 2012",West Indies,West Indies,West Indies,New Zealand,False
Manchester,"Jul 10, 2012",England,England,England,Australia,False
Ayr,"Jul 11-12, 2012",Scotland,Scotland,Scotland,Canada,False
Basseterre,"Jul 11, 2012",New Zealand,West Indies,West Indies,New Zealand,False
Basseterre,"Jul 14, 2012",West Indies,West Indies,West Indies,New Zealand,False
Basseterre,"Jul 16, 2012",West Indies,West Indies,West Indies,New Zealand,False
Hambantota,"Jul 21, 2012",India,Sri Lanka,Sri Lanka,India,False
Hambantota,"Jul 24, 2012",Sri Lanka,Sri Lanka,Sri Lanka,India,False
Colombo,"Jul 28, 2012",India,Sri Lanka,Sri Lanka,India,False
Colombo,"Jul 31, 2012",India,Sri Lanka,Sri Lanka,India,False
Sharjah,"Aug 25, 2012",Australia,U.A.E.,Australia,Afghanistan,True
Southampton,"Aug 28, 2012",South Africa,England,England,South Africa,False
Sharjah,"Aug 28, 2012",Australia,U.A.E.,Pakistan,Australia,True
The Oval,"Aug 31, 2012",England,England,England,South Africa,False
Abu Dhabi,"Aug 31, 2012",Pakistan,U.A.E.,Pakistan,Australia,True
Lord's,"Sep 2, 2012",England,England,England,South Africa,False
Sharjah,"Sep 3, 2012",Australia,U.A.E.,Pakistan,Australia,True
Nottingham,"Sep 5, 2012",South Africa,England,England,South Africa,False
Hambantota,"Nov 10, 2012",Sri Lanka,Sri Lanka,Sri Lanka,New Zealand,False
Khulna,"Nov 30, 2012",Bangladesh,Bangladesh,Bangladesh,West Indies,False
Khulna,"Dec 2, 2012",Bangladesh,Bangladesh,Bangladesh,West Indies,False
Dhaka,"Dec 5, 2012",West Indies,Bangladesh,Bangladesh,West Indies,False
Dhaka,"Dec 7, 2012",West Indies,Bangladesh,Bangladesh,West Indies,False
Dhaka,"Dec 8, 2012",Bangladesh,Bangladesh,Bangladesh,West Indies,False
Chennai,"Dec 30, 2012",Pakistan,India,India,Pakistan,False
Kolkata,"Jan 3, 2013",Pakistan,India,India,Pakistan,False
Delhi,"Jan 6, 2013",India,India,India,Pakistan,False
Melbourne,"Jan 11, 2013",Australia,Australia,Australia,Sri Lanka,False
Rajkot,"Jan 11, 2013",England,India,India,England,False
Adelaide,"Jan 13, 2013",Sri Lanka,Australia,Australia,Sri Lanka,False
Kochi,"Jan 15, 2013",India,India,India,England,False
Brisbane,"Jan 18, 2013",Sri Lanka,Australia,Australia,Sri Lanka,False
Ranchi,"Jan 19, 2013",India,India,India,England,False
Paarl,"Jan 19, 2013",New Zealand,South Africa,South Africa,New Zealand,False
Kimberley,"Jan 22, 2013",New Zealand,South Africa,South Africa,New Zealand,False
Hobart,"Jan 23, 2013",Australia,Australia,Australia,Sri Lanka,False
Potchefstroom,"Jan 25, 2013",South Africa,South Africa,South Africa,New Zealand,False
Dharamsala,"Jan 27, 2013",England,India,India,England,False
Perth,"Feb 1, 2013",Australia,Australia,Australia,West Indies,False
Perth,"Feb 3, 2013",Australia,Australia,Australia,West Indies,False
Canberra,"Feb 6, 2013",Australia,Australia,Australia,West Indies,False
Sydney,"Feb 8, 2013",Australia,Australia,Australia,West Indies,False
Melbourne,"Feb 10, 2013",Australia,Australia,Australia,West Indies,False
Hamilton,"Feb 17, 2013",New Zealand,New Zealand,New Zealand,England,False
Napier,"Feb 20, 2013",England,New Zealand,New Zealand,England,False
St George's,"Feb 22, 2013",West Indies,West Indies,West Indies,Zimbabwe,False
Auckland,"Feb 23, 2013",England,New Zealand,New Zealand,England,False
St George's,"Feb 24, 2013",West Indies,West Indies,West Indies,Zimbabwe,False
St George's,"Feb 26, 2013",West Indies,West Indies,West Indies,Zimbabwe,False
Sharjah,"Mar 6, 2013",Afghanistan,U.A.E.,Scotland,Afghanistan,True
Sharjah,"Mar 8, 2013",Afghanistan,U.A.E.,Scotland,Afghanistan,True
Bloemfontein,"Mar 10, 2013",South Africa,South Africa,South Africa,Pakistan,False
ICCA Dubai,"Mar 11, 2013",Kenya,U.A.E.,Kenya,Canada,True
ICCA Dubai,"Mar 13, 2013",Kenya,U.A.E.,Kenya,Canada,True
Centurion,"Mar 15, 2013",Pakistan,South Africa,South Africa,Pakistan,False
Johannesburg,"Mar 17, 2013",South Africa,South Africa,South Africa,Pakistan,False
Durban,"Mar 21, 2013",Pakistan,South Africa,South Africa,Pakistan,False
Hambantota,"Mar 23, 2013",Sri Lanka,Sri Lanka,Sri Lanka,Bangladesh,False
Benoni,"Mar 24, 2013",South Africa,South Africa,South Africa,Pakistan,False
Bulawayo,"May 3, 2013",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
Bulawayo,"May 5, 2013",Zimbabwe,Zimbabwe,Zimbabwe,Bangladesh,False
Bulawayo,"May 8, 2013",Zimbabwe,Zimbabwe,Zimbabwe,Bangladesh,False
Edinburgh,"May 17, 2013",Pakistan,Scotland,Scotland,Pakistan,False
Dublin,"May 26, 2013",Pakistan,Ireland,Ireland,Pakistan,False
Amstelveen,"May 31, 2013",South Africa,Netherlands,Netherlands,South Africa,False
Lord's,"May 31, 2013",New Zealand,England,England,New Zealand,False
Southampton,"Jun 2, 2013",New Zealand,England,England,New Zealand,False
Nottingham,"Jun 5, 2013",England,England,England,New Zealand,False
Cardiff,"Jun 6, 2013",India,England,South Africa,India,True
The Oval,"Jun 7, 2013",West Indies,England,West Indies,Pakistan,True
Birmingham,"Jun 8, 2013",England,England,England,Australia,False
Cardiff,"Jun 9, 2013",New Zealand,England,Sri Lanka,New Zealand,True
Birmingham,"Jun 10, 2013",South Africa,England,South Africa,Pakistan,True
The Oval,"Jun 11, 2013",India,England,West Indies,India,True
The Oval,"Jun 13, 2013",Sri Lanka,England,England,Sri Lanka,False
Birmingham,"Jun 15, 2013",India,England,Pakistan,India,True
Cardiff,"Jun 16, 2013",England,England,England,New Zealand,False
The Oval,"Jun 17, 2013",Sri Lanka,England,Sri Lanka,Australia,True
The Oval,"Jun 19, 2013",England,England,England,South Africa,False
Cardiff,"Jun 20, 2013",India,England,Sri Lanka,India,True
Birmingham,"Jun 23, 2013",India,England,England,India,False
Kingston,"Jun 28, 2013",West Indies,West Indies,West Indies,Sri Lanka,False
Aberdeen,"Jun 30, 2013",Scotland,Scotland,Scotland,Kenya,False
Kingston,"Jun 30, 2013",West Indies,West Indies,West Indies,India,False
Aberdeen,"Jul 2-3, 2013",Scotland,Scotland,Scotland,Kenya,False
Kingston,"Jul 2, 2013",Sri Lanka,West Indies,Sri Lanka,India,True
Port of Spain,"Jul 5, 2013",India,West Indies,West Indies,India,False
Amstelveen,"Jul 7, 2013",Ireland,Netherlands,Netherlands,Ireland,False
Port of Spain,"Jul 7-8, 2013",Sri Lanka,West Indies,West Indies,Sri Lanka,False
Port of Spain,"Jul 9, 2013",India,West Indies,Sri Lanka,India,True
Port of Spain,"Jul 11, 2013",India,West Indies,Sri Lanka,India,True
Providence,"Jul 14, 2013",Pakistan,West Indies,West Indies,Pakistan,False
Providence,"Jul 16, 2013",West Indies,West Indies,West Indies,Pakistan,False
Colombo,"Jul 20, 2013",Sri Lanka,Sri Lanka,Sri Lanka,South Africa,False
Gros Islet,"Jul 21, 2013",Pakistan,West Indies,West Indies,Pakistan,False
Colombo,"Jul 23, 2013",Sri Lanka,Sri Lanka,Sri Lanka,South Africa,False
Harare,"Jul 24, 2013",India,Zimbabwe,Zimbabwe,India,False
Gros Islet,"Jul 24, 2013",Pakistan,West Indies,West Indies,Pakistan,False
Harare,"Jul 26, 2013",India,Zimbabwe,Zimbabwe,India,False
Harare,"Jul 28, 2013",India,Zimbabwe,Zimbabwe,India,False
Colombo,"Jul 31, 2013",Sri Lanka,Sri Lanka,Sri Lanka,South Africa,False
Bulawayo,"Aug 1, 2013",India,Zimbabwe,Zimbabwe,India,False
Bulawayo,"Aug 3, 2013",India,Zimbabwe,Zimbabwe,India,False
Harare,"Aug 27, 2013",Zimbabwe,Zimbabwe,Zimbabwe,Pakistan,False
Harare,"Aug 29, 2013",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
King City,"Aug 29, 2013",Netherlands,Canada,Canada,Netherlands,False
Harare,"Aug 31, 2013",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
Dublin,"Sep 3, 2013",England,Ireland,Ireland,England,False
Edinburgh,"Sep 3, 2013",Australia,Scotland,Scotland,Australia,False
Belfast,"Sep 6, 2013",Ireland,Ireland,Ireland,Scotland,False
Manchester,"Sep 8, 2013",Australia,England,England,Australia,False
Belfast,"Sep 8, 2013",Ireland,Ireland,Ireland,Scotland,False
Cardiff,"Sep 14, 2013",England,England,England,Australia,False
Southampton,"Sep 16, 2013",Australia,England,England,Australia,False
Sharjah,"Oct 2, 2013",Afghanistan,U.A.E.,Kenya,Afghanistan,True
Sharjah,"Oct 4, 2013",Afghanistan,U.A.E.,Kenya,Afghanistan,True
Pune,"Oct 13, 2013",Australia,India,India,Australia,False
Jaipur,"Oct 16, 2013",India,India,India,Australia,False
Dhaka,"Oct 29, 2013",Bangladesh,Bangladesh,Bangladesh,New Zealand,False
Nagpur,"Oct 30, 2013",India,India,India,Australia,False
Sharjah,"Oct 30, 2013",South Africa,U.A.E.,South Africa,Pakistan,True
Dhaka,"Oct 31, 2013",Bangladesh,Bangladesh,Bangladesh,New Zealand,False
Dubai,"Nov 1, 2013",Pakistan,U.A.E.,South Africa,Pakistan,True
Bengaluru,"Nov 2, 2013",India,India,India,Australia,False
Fatullah,"Nov 3, 2013",Bangladesh,Bangladesh,Bangladesh,New Zealand,False
Abu Dhabi,"Nov 6, 2013",South Africa,U.A.E.,South Africa,Pakistan,True
Abu Dhabi,"Nov 8, 2013",South Africa,U.A.E.,South Africa,Pakistan,True
Sharjah,"Nov 11, 2013",South Africa,U.A.E.,South Africa,Pakistan,True
Hambantota,"Nov 12, 2013",New Zealand,Sri Lanka,Sri Lanka,New Zealand,False
Dambulla,"Nov 16, 2013",Sri Lanka,Sri Lanka,Sri Lanka,New Zealand,False
Kochi,"Nov 21, 2013",India,India,India,West Indies,False
Visakhapatnam,"Nov 24, 2013",West Indies,India,India,West Indies,False
Cape Town,"Nov 24, 2013",Pakistan,South Africa,South Africa,Pakistan,False
Kanpur,"Nov 27, 2013",India,India,India,West Indies,False
Port Elizabeth,"Nov 27, 2013",Pakistan,South Africa,South Africa,Pakistan,False
Centurion,"Nov 30, 2013",South Africa,South Africa,South Africa,Pakistan,False
Johannesburg,"Dec 5, 2013",South Africa,South Africa,South Africa,India,False
Durban,"Dec 8, 2013",South Africa,South Africa,South Africa,India,False
Sharjah,"Dec 18, 2013",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Dubai,"Dec 20, 2013",Sri Lanka,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Dec 22, 2013",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Abu Dhabi,"Dec 25, 2013",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Auckland,"Dec 26, 2013",West Indies,New Zealand,New Zealand,West Indies,False
Abu Dhabi,"Dec 27, 2013",Sri Lanka,U.A.E.,Sri Lanka,Pakistan,True
Queenstown,"Jan 1, 2014",New Zealand,New Zealand,New Zealand,West Indies,False
Nelson,"Jan 4, 2014",New Zealand,New Zealand,New Zealand,West Indies,False
Hamilton,"Jan 8, 2014",West Indies,New Zealand,New Zealand,West Indies,False
Melbourne,"Jan 12, 2014",Australia,Australia,Australia,England,False
Brisbane,"Jan 17, 2014",Australia,Australia,Australia,England,False
Napier,"Jan 19, 2014",New Zealand,New Zealand,New Zealand,India,False
Sydney,"Jan 19, 2014",Australia,Australia,Australia,England,False
Hamilton,"Jan 22, 2014",New Zealand,New Zealand,New Zealand,India,False
Christchurch,"Jan 23, 2014",Scotland,New Zealand,Scotland,Canada,True
Lincoln,"Jan 23, 2014",Kenya,New Zealand,Netherlands,Kenya,True
Perth,"Jan 24, 2014",England,Australia,Australia,England,False
Adelaide,"Jan 26, 2014",Australia,Australia,Australia,England,False
Mount Maunganui,"Jan 28, 2014",Netherlands,New Zealand,Netherlands,Canada,True
Hamilton,"Jan 28, 2014",New Zealand,New Zealand,New Zealand,India,False
Christchurch,"Jan 30, 2014",Scotland,New Zealand,Scotland,Kenya,True
Wellington,"Jan 31, 2014",New Zealand,New Zealand,New Zealand,India,False
Lincoln,"Feb 1, 2014",Scotland,New Zealand,U.A.E.,Scotland,True
Dhaka,"Feb 17, 2014",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Feb 20, 2014",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Feb 22, 2014",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Kingston,"Feb 23, 2014",West Indies,West Indies,West Indies,Ireland,False
Fatullah,"Feb 25, 2014",Sri Lanka,Bangladesh,Sri Lanka,Pakistan,True
Fatullah,"Feb 26, 2014",India,Bangladesh,Bangladesh,India,False
Fatullah,"Feb 27, 2014",Pakistan,Bangladesh,Pakistan,Afghanistan,True
Fatullah,"Feb 28, 2014",Sri Lanka,Bangladesh,Sri Lanka,India,True
North Sound,"Feb 28, 2014",West Indies,West Indies,West Indies,England,False
Fatullah,"Mar 1, 2014",Afghanistan,Bangladesh,Bangladesh,Afghanistan,False
Dhaka,"Mar 2, 2014",Pakistan,Bangladesh,Pakistan,India,True
North Sound,"Mar 2, 2014",England,West Indies,West Indies,England,False
Dhaka,"Mar 3, 2014",Sri Lanka,Bangladesh,Sri Lanka,Afghanistan,True
Dhaka,"Mar 4, 2014",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Dhaka,"Mar 5, 2014",India,Bangladesh,India,Afghanistan,True
North Sound,"Mar 5, 2014",England,West Indies,West Indies,England,False
Dhaka,"Mar 6, 2014",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Mar 8, 2014",Sri Lanka,Bangladesh,Sri Lanka,Pakistan,True
Kuala Lumpur,"May 1, 2014",Afghanistan,Malaysia,Hong Kong,Afghanistan,True
Kuala Lumpur,"May 2, 2014",Afghanistan,Malaysia,U.A.E.,Afghanistan,True
Kuala Lumpur,"May 4, 2014",U.A.E.,Malaysia,U.A.E.,Hong Kong,True
Dublin,"May 6, 2014",Sri Lanka,Ireland,Ireland,Sri Lanka,False
Aberdeen,"May 9, 2014",England,Scotland,Scotland,England,False
The Oval,"May 22, 2014",England,England,England,Sri Lanka,False
Chester,"May 25, 2014",Sri Lanka,England,England,Sri Lanka,False
Manchester,"May 28, 2014",England,England,England,Sri Lanka,False
Lord's,"May 31, 2014",Sri Lanka,England,England,Sri Lanka,False
Birmingham,"Jun 3, 2014",Sri Lanka,England,England,Sri Lanka,False
Dhaka,"Jun 15, 2014",India,Bangladesh,Bangladesh,India,False
Dhaka,"Jun 17, 2014",India,Bangladesh,Bangladesh,India,False
Colombo,"Jul 6, 2014",South Africa,Sri Lanka,Sri Lanka,South Africa,False
Hambantota,"Jul 12, 2014",South Africa,Sri Lanka,Sri Lanka,South Africa,False
Bulawayo,"Jul 18, 2014",Zimbabwe,Zimbabwe,Zimbabwe,Afghanistan,False
Bulawayo,"Jul 20, 2014",Zimbabwe,Zimbabwe,Zimbabwe,Afghanistan,False
Bulawayo,"Jul 22, 2014",Afghanistan,Zimbabwe,Zimbabwe,Afghanistan,False
Bulawayo,"Jul 24, 2014",Afghanistan,Zimbabwe,Zimbabwe,Afghanistan,False
Bulawayo,"Aug 17, 2014",South Africa,Zimbabwe,Zimbabwe,South Africa,False
Bulawayo,"Aug 19, 2014",South Africa,Zimbabwe,Zimbabwe,South Africa,False
St George's,"Aug 20, 2014",West Indies,West Indies,West Indies,Bangladesh,False
Bulawayo,"Aug 21, 2014",South Africa,Zimbabwe,Zimbabwe,South Africa,False
St George's,"Aug 22, 2014",West Indies,West Indies,West Indies,Bangladesh,False
